HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
pub_204672	dblp:inYear	year_40	0.0882
pub_41425	dblp:inYear	year_7	0.0612
pub_162197	dblp:publishedIn	venue_1029	0.0869
pub_326016	dblp:inYear	year_22	0.0686
pub_404148	dblp:publishedIn	venue_2548	0.0710
pub_91195	dblp:hasAuthor	author_441076	0.0465
author_269842	dblp:wrote	pub_135756	0.0513
author_158208	dblp:wrote	pub_18632	0.0562
pub_409120	dblp:publishedIn	venue_1773	0.0571
author_618446	dblp:wrote	pub_187331	0.0456
pub_350563	dblp:inYear	year_30	0.0723
author_419927	dblp:wrote	pub_21084	0.0463
pub_110521	dblp:publishedIn	venue_1751	0.0585
author_626900	dblp:wrote	pub_228897	0.0465
pub_457818	dblp:hasAuthor	author_236198	0.0400
pub_470927	dblp:inYear	year_50	0.0662
author_616430	dblp:wrote	pub_299040	0.0459
pub_197964	dblp:hasAuthor	author_330242	0.0401
pub_297301	dblp:hasAuthor	author_641520	0.0523
pub_170060	dblp:hasAuthor	author_587104	0.0503
author_324982	dblp:wrote	pub_175288	0.0532
author_536487	dblp:wrote	pub_343508	0.0583
pub_88090	dblp:publishedIn	venue_1630	0.0538
pub_210919	dblp:inYear	year_60	0.0561
pub_826	dblp:publishedIn	venue_1761	0.0603
pub_306300	dblp:inYear	year_16	0.0555
pub_322840	dblp:publishedIn	venue_481	0.1188
pub_250815	dblp:hasAuthor	author_38212	0.0391
author_56618	dblp:wrote	pub_424059	0.0617
pub_219654	dblp:inYear	year_13	0.0644
pub_163076	dblp:publishedIn	venue_1502	0.0630
pub_443376	dblp:hasAuthor	author_217687	0.0515
pub_8794	dblp:inYear	year_33	0.0730
author_325964	dblp:wrote	pub_78657	0.0443
pub_202576	dblp:publishedIn	venue_663	0.0639
author_441353	dblp:wrote	pub_163501	0.0448
pub_385997	dblp:publishedIn	venue_2530	0.0552
author_16368	dblp:wrote	pub_200859	0.0384
pub_87840	dblp:inYear	year_8	0.0539
pub_164876	dblp:hasAuthor	author_488207	0.0410
author_158255	dblp:wrote	pub_322495	0.0446
pub_304690	dblp:publishedIn	venue_1437	0.0556
pub_67547	dblp:hasAuthor	author_290444	0.0419
author_420682	dblp:wrote	pub_449188	0.0416
pub_352441	dblp:publishedIn	venue_1956	0.0439
pub_453228	dblp:publishedIn	venue_2594	0.0563
pub_133834	dblp:hasAuthor	author_493018	0.0370
author_440108	dblp:wrote	pub_32160	0.0460
pub_38390	dblp:inYear	year_56	0.0701
author_291240	dblp:wrote	pub_223109	0.0753
pub_186234	dblp:inYear	year_60	0.0617
pub_287698	dblp:publishedIn	venue_616	0.1175
pub_352457	dblp:inYear	year_36	0.0894
pub_244082	dblp:hasAuthor	author_359094	0.0420
pub_255599	dblp:hasAuthor	author_141220	0.0443
pub_333708	dblp:inYear	year_7	0.0612
pub_196383	dblp:inYear	year_54	0.0711
pub_169261	dblp:inYear	year_18	0.0538
pub_471670	dblp:publishedIn	venue_1025	0.0637
author_30983	dblp:wrote	pub_276289	0.0533
author_84761	dblp:wrote	pub_49364	0.0412
author_52588	dblp:wrote	pub_107931	0.0459
author_245281	dblp:wrote	pub_394782	0.0414
pub_443649	dblp:publishedIn	venue_1865	0.0525
pub_150398	dblp:publishedIn	venue_1678	0.0527
author_401943	dblp:wrote	pub_466901	0.0487
author_877	dblp:wrote	pub_14598	0.0351
pub_247362	dblp:publishedIn	venue_1844	0.0510
pub_416435	dblp:publishedIn	venue_703	0.0529
pub_475416	dblp:hasAuthor	author_139147	0.0448
pub_312720	dblp:hasAuthor	author_77702	0.0399
pub_18149	dblp:inYear	year_6	0.0695
pub_89308	dblp:inYear	year_38	0.0772
pub_334923	dblp:hasAuthor	author_11057	0.0364
pub_241303	dblp:publishedIn	venue_3015	0.0567
pub_262844	dblp:hasAuthor	author_639788	0.0415
pub_160241	dblp:inYear	year_35	0.0843
pub_59846	dblp:publishedIn	venue_2107	0.0436
author_179583	dblp:wrote	pub_258256	0.0429
pub_425870	dblp:publishedIn	venue_1210	0.0583
author_512076	dblp:wrote	pub_164513	0.0516
pub_490065	dblp:publishedIn	venue_892	0.0552
pub_204390	dblp:hasAuthor	author_186836	0.0375
pub_398902	dblp:publishedIn	venue_1574	0.0834
pub_86198	dblp:hasAuthor	author_198562	0.0375
author_329614	dblp:wrote	pub_473717	0.0465
author_61208	dblp:wrote	pub_139820	0.0444
pub_419970	dblp:hasAuthor	author_352287	0.0434
pub_169607	dblp:inYear	year_31	0.0637
pub_114663	dblp:inYear	year_47	0.0780
author_197086	dblp:wrote	pub_276289	0.0395
pub_108615	dblp:publishedIn	venue_2197	0.0636
pub_117413	dblp:publishedIn	venue_590	0.0481
pub_381858	dblp:publishedIn	venue_1844	0.0556
pub_290748	dblp:publishedIn	venue_2461	0.0672
pub_373467	dblp:publishedIn	venue_1437	0.0479
author_395121	dblp:wrote	pub_284847	0.0401
pub_29431	dblp:inYear	year_9	0.0610
author_618716	dblp:wrote	pub_254229	0.0436
author_640727	dblp:wrote	pub_450641	0.0435
author_549624	dblp:wrote	pub_285672	0.0546
pub_78829	dblp:publishedIn	venue_1069	0.0865
author_268028	dblp:wrote	pub_384988	0.0466
pub_296439	dblp:hasAuthor	author_19894	0.0409
author_552304	dblp:wrote	pub_77009	0.0388
pub_69152	dblp:publishedIn	venue_2128	0.0546
pub_8227	dblp:inYear	year_45	0.1021
pub_40387	dblp:inYear	year_13	0.1191
author_169875	dblp:wrote	pub_237998	0.0462
pub_481046	dblp:hasAuthor	author_567411	0.0445
pub_253960	dblp:inYear	year_12	0.0633
author_241531	dblp:wrote	pub_75308	0.0348
pub_61721	dblp:hasAuthor	author_161807	0.0470
pub_229440	dblp:publishedIn	venue_1773	0.0631
pub_343478	dblp:publishedIn	venue_911	0.0718
pub_260162	dblp:publishedIn	venue_2603	0.0641
author_582002	dblp:wrote	pub_426609	0.0597
pub_64399	dblp:inYear	year_18	0.0589
pub_22544	dblp:inYear	year_17	0.0639
pub_425651	dblp:inYear	year_2	0.0726
pub_338782	dblp:publishedIn	venue_2412	0.0621
pub_129426	dblp:publishedIn	venue_1822	0.0538
pub_330589	dblp:inYear	year_5	0.0763
pub_496	dblp:inYear	year_53	0.0746
pub_4953	dblp:inYear	year_23	0.1005
pub_107756	dblp:inYear	year_13	0.0742
pub_358895	dblp:inYear	year_42	0.0664
author_26251	dblp:wrote	pub_189219	0.0348
pub_483621	dblp:publishedIn	venue_2680	0.0606
pub_428335	dblp:publishedIn	venue_1129	0.0457
author_84611	dblp:wrote	pub_178635	0.0409
pub_267061	dblp:publishedIn	venue_1839	0.0646
pub_420879	dblp:inYear	year_21	0.0657
pub_235352	dblp:inYear	year_14	0.0812
pub_89437	dblp:inYear	year_22	0.0704
pub_50960	dblp:publishedIn	venue_1325	0.0464
author_296048	dblp:wrote	pub_241060	0.0472
pub_44397	dblp:hasAuthor	author_494052	0.0519
pub_97075	dblp:hasAuthor	author_293364	0.0374
pub_302959	dblp:inYear	year_8	0.0695
pub_370771	dblp:publishedIn	venue_2970	0.0563
pub_418377	dblp:hasAuthor	author_236064	0.0422
author_638261	dblp:wrote	pub_213936	0.0420
author_300827	dblp:wrote	pub_352720	0.0457
pub_159935	dblp:inYear	year_3	0.0682
pub_133044	dblp:inYear	year_21	0.0643
pub_455921	dblp:inYear	year_60	0.0971
pub_357205	dblp:inYear	year_31	0.0603
pub_244695	dblp:hasAuthor	author_546216	0.0402
author_41759	dblp:wrote	pub_184299	0.0495
pub_105342	dblp:inYear	year_16	0.1449
pub_69664	dblp:inYear	year_59	0.0601
pub_290942	dblp:publishedIn	venue_1347	0.0534
author_323867	dblp:wrote	pub_459434	0.0583
author_226072	dblp:wrote	pub_64155	0.0412
pub_468246	dblp:publishedIn	venue_612	0.0587
pub_168473	dblp:publishedIn	venue_550	0.0523
pub_433622	dblp:hasAuthor	author_315732	0.0499
pub_5115	dblp:inYear	year_11	0.0837
pub_326665	dblp:inYear	year_37	0.0698
author_474899	dblp:wrote	pub_11821	0.0421
pub_129288	dblp:publishedIn	venue_1480	0.0545
pub_320011	dblp:hasAuthor	author_47082	0.0459
pub_317508	dblp:publishedIn	venue_109	0.0509
author_297281	dblp:wrote	pub_389388	0.0437
pub_382550	dblp:inYear	year_2	0.0699
author_150148	dblp:wrote	pub_364630	0.0392
pub_173997	dblp:inYear	year_13	0.0630
pub_236732	dblp:hasAuthor	author_352809	0.0424
pub_377332	dblp:hasAuthor	author_15050	0.0494
pub_239961	dblp:hasAuthor	author_174109	0.0488
pub_204011	dblp:publishedIn	venue_1116	0.0707
pub_221853	dblp:publishedIn	venue_43	0.0589
pub_450274	dblp:inYear	year_23	0.0736
pub_212030	dblp:publishedIn	venue_1039	0.0943
author_43429	dblp:wrote	pub_400290	0.0456
pub_96286	dblp:hasAuthor	author_68906	0.0377
author_320417	dblp:wrote	pub_223484	0.0501
author_59650	dblp:wrote	pub_202038	0.0452
pub_461970	dblp:publishedIn	venue_1736	0.0676
pub_293106	dblp:inYear	year_47	0.0626
pub_192729	dblp:publishedIn	venue_520	0.0770
author_59406	dblp:wrote	pub_24093	0.0355
pub_51913	dblp:hasAuthor	author_566887	0.0476
pub_451556	dblp:hasAuthor	author_317388	0.0427
pub_68871	dblp:inYear	year_54	0.0709
pub_146127	dblp:inYear	year_20	0.0978
pub_157313	dblp:hasAuthor	author_98277	0.0444
pub_245852	dblp:publishedIn	venue_1635	0.0494
pub_42601	dblp:hasAuthor	author_637698	0.0372
pub_448948	dblp:publishedIn	venue_1313	0.0758
author_82966	dblp:wrote	pub_248941	0.0385
pub_420027	dblp:inYear	year_10	0.0825
author_15918	dblp:wrote	pub_303392	0.0438
pub_472204	dblp:inYear	year_7	0.0851
author_212502	dblp:wrote	pub_11821	0.0393
pub_216173	dblp:inYear	year_9	0.0787
pub_61333	dblp:inYear	year_16	0.0530
pub_171567	dblp:inYear	year_7	0.0610
pub_436603	dblp:publishedIn	venue_2266	0.0610
pub_488722	dblp:publishedIn	venue_1701	0.0664
author_634792	dblp:wrote	pub_347654	0.0454
pub_74245	dblp:publishedIn	venue_255	0.0686
author_401366	dblp:wrote	pub_459798	0.0367
pub_324040	dblp:inYear	year_34	0.0657
pub_287785	dblp:hasAuthor	author_38493	0.0494
pub_194855	dblp:publishedIn	venue_939	0.0525
pub_275252	dblp:hasAuthor	author_44429	0.0439
pub_394106	dblp:inYear	year_23	0.0719
pub_294328	dblp:inYear	year_54	0.0635
pub_70302	dblp:hasAuthor	author_191025	0.0407
author_631366	dblp:wrote	pub_74786	0.0421
pub_235423	dblp:inYear	year_15	0.0610
author_345700	dblp:wrote	pub_276839	0.0407
pub_329823	dblp:inYear	year_49	0.0650
pub_376559	dblp:hasAuthor	author_367926	0.0343
author_367557	dblp:wrote	pub_329073	0.0415
author_337266	dblp:wrote	pub_363710	0.0425
pub_467827	dblp:inYear	year_3	0.0913
pub_280792	dblp:hasAuthor	author_47181	0.0357
pub_363019	dblp:publishedIn	venue_2313	0.0535
author_231723	dblp:wrote	pub_117292	0.0390
author_431221	dblp:wrote	pub_457837	0.0430
pub_461592	dblp:publishedIn	venue_809	0.0979
pub_348744	dblp:hasAuthor	author_424401	0.0400
pub_94477	dblp:hasAuthor	author_19031	0.0383
pub_105624	dblp:hasAuthor	author_187689	0.0428
pub_204029	dblp:hasAuthor	author_608425	0.0471
pub_307298	dblp:publishedIn	venue_1851	0.0600
author_148640	dblp:wrote	pub_165000	0.0538
author_246928	dblp:wrote	pub_52770	0.0503
pub_446234	dblp:publishedIn	venue_1370	0.0646
pub_114783	dblp:publishedIn	venue_1224	0.0625
author_210984	dblp:wrote	pub_134988	0.0454
author_448097	dblp:wrote	pub_228266	0.0467
pub_75720	dblp:hasAuthor	author_276205	0.0420
pub_312099	dblp:hasAuthor	author_287493	0.0390
author_491482	dblp:wrote	pub_201162	0.0386
pub_472792	dblp:inYear	year_15	0.0748
author_319016	dblp:wrote	pub_379635	0.0464
pub_229044	dblp:hasAuthor	author_366207	0.0379
pub_178247	dblp:publishedIn	venue_2792	0.0626
pub_453357	dblp:publishedIn	venue_1216	0.0817
pub_187463	dblp:publishedIn	venue_2220	0.0695
pub_386550	dblp:hasAuthor	author_171025	0.0356
author_539404	dblp:wrote	pub_433614	0.0416
pub_440879	dblp:inYear	year_9	0.0629
pub_141989	dblp:publishedIn	venue_509	0.0587
pub_383043	dblp:inYear	year_20	0.0592
author_412766	dblp:wrote	pub_83697	0.0487
pub_268587	dblp:inYear	year_17	0.0698
pub_299666	dblp:hasAuthor	author_185545	0.0431
pub_33932	dblp:inYear	year_34	0.0593
pub_77440	dblp:publishedIn	venue_2430	0.0947
pub_306093	dblp:inYear	year_7	0.0661
pub_301135	dblp:hasAuthor	author_68055	0.0385
pub_311300	dblp:publishedIn	venue_2967	0.0517
pub_63563	dblp:inYear	year_41	0.0778
pub_465838	dblp:hasAuthor	author_68025	0.0377
author_333845	dblp:wrote	pub_154704	0.0579
pub_31881	dblp:publishedIn	venue_1127	0.0532
pub_128625	dblp:hasAuthor	author_517585	0.0447
pub_386446	dblp:inYear	year_54	0.0598
author_293878	dblp:wrote	pub_4116	0.0369
author_433569	dblp:wrote	pub_73314	0.0508
author_285125	dblp:wrote	pub_447575	0.0539
pub_51735	dblp:publishedIn	venue_1377	0.0820
pub_55513	dblp:publishedIn	venue_1379	0.0744
pub_259179	dblp:hasAuthor	author_587140	0.0360
author_339034	dblp:wrote	pub_431750	0.0350
pub_483201	dblp:publishedIn	venue_704	0.0571
author_621124	dblp:wrote	pub_369218	0.0404
author_65953	dblp:wrote	pub_445760	0.0524
pub_372260	dblp:inYear	year_6	0.0744
pub_331347	dblp:hasAuthor	author_345980	0.0415
pub_381453	dblp:publishedIn	venue_2500	0.0858
pub_412223	dblp:inYear	year_21	0.0657
author_169027	dblp:wrote	pub_386432	0.0382
pub_105654	dblp:publishedIn	venue_1278	0.0726
pub_351348	dblp:inYear	year_55	0.0863
author_635869	dblp:wrote	pub_462869	0.0392
author_355705	dblp:wrote	pub_62257	0.0402
pub_168385	dblp:hasAuthor	author_503966	0.0395
pub_190081	dblp:inYear	year_29	0.0888
pub_468030	dblp:hasAuthor	author_111929	0.0468
pub_320988	dblp:hasAuthor	author_209090	0.0357
pub_294685	dblp:publishedIn	venue_2794	0.0582
pub_400900	dblp:publishedIn	venue_1072	0.0604
author_192269	dblp:wrote	pub_465089	0.0554
pub_188513	dblp:publishedIn	venue_973	0.0897
pub_166514	dblp:publishedIn	venue_573	0.0547
pub_417079	dblp:inYear	year_23	0.0507
pub_88485	dblp:hasAuthor	author_273524	0.0443
pub_145561	dblp:hasAuthor	author_582106	0.0434
pub_361937	dblp:publishedIn	venue_1259	0.0661
pub_128531	dblp:inYear	year_8	0.0661
pub_465531	dblp:inYear	year_51	0.0895
pub_193144	dblp:inYear	year_18	0.0662
pub_45445	dblp:inYear	year_21	0.0844
author_542500	dblp:wrote	pub_466786	0.0451
pub_86743	dblp:hasAuthor	author_493722	0.0451
author_413063	dblp:wrote	pub_333380	0.0397
pub_437655	dblp:inYear	year_5	0.0590
pub_11685	dblp:hasAuthor	author_12586	0.0399
pub_443392	dblp:inYear	year_15	0.0714
pub_53360	dblp:inYear	year_18	0.0699
pub_451460	dblp:hasAuthor	author_12605	0.0466
pub_23140	dblp:inYear	year_51	0.0772
author_103909	dblp:wrote	pub_447575	0.0519
author_33714	dblp:wrote	pub_228935	0.0369
pub_94400	dblp:publishedIn	venue_1256	0.0473
pub_288093	dblp:inYear	year_20	0.0910
pub_186728	dblp:inYear	year_42	0.0776
author_431564	dblp:wrote	pub_81202	0.0387
author_347333	dblp:wrote	pub_163362	0.0521
author_389016	dblp:wrote	pub_123956	0.0418
pub_241240	dblp:hasAuthor	author_422514	0.0378
pub_318903	dblp:inYear	year_21	0.0930
pub_350147	dblp:inYear	year_0	0.0562
author_276986	dblp:wrote	pub_338353	0.0455
author_47489	dblp:wrote	pub_179026	0.0390
author_588204	dblp:wrote	pub_3958	0.0452
pub_456430	dblp:inYear	year_8	0.0740
pub_295959	dblp:hasAuthor	author_545515	0.0466
author_199071	dblp:wrote	pub_222529	0.0621
pub_370328	dblp:hasAuthor	author_430432	0.0404
author_634929	dblp:wrote	pub_380368	0.0388
author_471146	dblp:wrote	pub_377840	0.0393
pub_269845	dblp:publishedIn	venue_255	0.0659
author_507759	dblp:wrote	pub_422625	0.0419
author_510492	dblp:wrote	pub_7255	0.0468
pub_402356	dblp:hasAuthor	author_54859	0.0374
pub_367114	dblp:inYear	year_6	0.0887
pub_64754	dblp:hasAuthor	author_501583	0.0418
pub_354443	dblp:publishedIn	venue_598	0.0468
pub_366483	dblp:inYear	year_37	0.0929
pub_432976	dblp:publishedIn	venue_1445	0.0559
author_43400	dblp:wrote	pub_395667	0.0395
pub_350324	dblp:publishedIn	venue_703	0.0676
pub_272681	dblp:hasAuthor	author_92432	0.0443
pub_354067	dblp:hasAuthor	author_436281	0.0384
pub_173137	dblp:inYear	year_37	0.0781
pub_324760	dblp:publishedIn	venue_2307	0.0687
pub_297157	dblp:hasAuthor	author_5527	0.0364
pub_264005	dblp:hasAuthor	author_155739	0.0411
author_107554	dblp:wrote	pub_348879	0.0365
pub_425578	dblp:inYear	year_13	0.0605
author_563716	dblp:wrote	pub_475207	0.0447
pub_342022	dblp:inYear	year_27	0.0617
pub_170579	dblp:inYear	year_30	0.0721
pub_106959	dblp:hasAuthor	author_354312	0.0433
pub_315230	dblp:publishedIn	venue_1722	0.0830
pub_21388	dblp:hasAuthor	author_162421	0.0454
author_37345	dblp:wrote	pub_209915	0.0468
pub_422509	dblp:hasAuthor	author_37555	0.0352
pub_419093	dblp:inYear	year_39	0.0822
author_585141	dblp:wrote	pub_393291	0.0383
pub_322386	dblp:inYear	year_56	0.0777
pub_250035	dblp:inYear	year_30	0.0884
pub_457259	dblp:inYear	year_47	0.0750
pub_373162	dblp:publishedIn	venue_2556	0.0637
pub_196503	dblp:hasAuthor	author_54086	0.0381
author_605427	dblp:wrote	pub_96827	0.0378
pub_371766	dblp:hasAuthor	author_189283	0.0420
pub_348730	dblp:publishedIn	venue_2726	0.0588
author_356321	dblp:wrote	pub_295771	0.0473
pub_353900	dblp:publishedIn	venue_1096	0.0639
pub_201938	dblp:hasAuthor	author_19499	0.0384
pub_375501	dblp:inYear	year_22	0.0568
author_446702	dblp:wrote	pub_364561	0.0494
pub_214750	dblp:hasAuthor	author_260982	0.0390
pub_353750	dblp:hasAuthor	author_307268	0.0458
pub_21271	dblp:inYear	year_45	0.0838
pub_127659	dblp:publishedIn	venue_230	0.0664
pub_10096	dblp:inYear	year_36	0.0711
pub_133243	dblp:hasAuthor	author_10996	0.0337
pub_329923	dblp:hasAuthor	author_313406	0.0403
pub_393409	dblp:hasAuthor	author_6370	0.0378
pub_179111	dblp:hasAuthor	author_107662	0.0398
pub_370616	dblp:publishedIn	venue_1278	0.0698
pub_390053	dblp:inYear	year_47	0.2143
author_157455	dblp:wrote	pub_346587	0.0376
pub_69139	dblp:inYear	year_32	0.0595
pub_148246	dblp:publishedIn	venue_2356	0.0506
pub_85559	dblp:publishedIn	venue_1406	0.0569
pub_196593	dblp:inYear	year_61	0.0923
pub_435753	dblp:inYear	year_0	0.0558
pub_321379	dblp:inYear	year_14	0.0780
pub_234183	dblp:publishedIn	venue_595	0.0530
pub_304826	dblp:inYear	year_20	0.0527
pub_73415	dblp:publishedIn	venue_714	0.0545
pub_487953	dblp:publishedIn	venue_769	0.0591
pub_361369	dblp:inYear	year_39	0.0601
pub_159417	dblp:publishedIn	venue_2019	0.0494
author_462729	dblp:wrote	pub_124331	0.0373
pub_251247	dblp:publishedIn	venue_665	0.0669
pub_5001	dblp:inYear	year_25	0.0564
author_114545	dblp:wrote	pub_12485	0.0469
pub_229206	dblp:publishedIn	venue_20	0.0599
author_588423	dblp:wrote	pub_369263	0.0479
pub_169717	dblp:inYear	year_29	0.0756
pub_453337	dblp:inYear	year_26	0.0882
pub_477215	dblp:hasAuthor	author_406928	0.0445
author_265710	dblp:wrote	pub_100037	0.0448
pub_35238	dblp:hasAuthor	author_6164	0.0401
pub_110464	dblp:inYear	year_2	0.0705
author_119959	dblp:wrote	pub_380616	0.0401
pub_268361	dblp:hasAuthor	author_210340	0.0448
pub_141842	dblp:inYear	year_46	0.0768
pub_231672	dblp:hasAuthor	author_33384	0.0400
pub_118722	dblp:inYear	year_26	0.0776
author_122169	dblp:wrote	pub_190240	0.0533
pub_108891	dblp:inYear	year_17	0.1034
pub_305304	dblp:hasAuthor	author_6588	0.0350
pub_317301	dblp:hasAuthor	author_320932	0.0418
pub_464001	dblp:inYear	year_53	0.0913
pub_40933	dblp:publishedIn	venue_480	0.0638
pub_433123	dblp:publishedIn	venue_1392	0.0569
pub_196300	dblp:hasAuthor	author_505906	0.0382
pub_311627	dblp:hasAuthor	author_192595	0.0362
author_475494	dblp:wrote	pub_53799	0.0513
pub_312400	dblp:publishedIn	venue_1005	0.0661
pub_147062	dblp:publishedIn	venue_1474	0.0692
pub_367168	dblp:inYear	year_53	0.0776
pub_350845	dblp:publishedIn	venue_2632	0.0488
pub_215294	dblp:hasAuthor	author_5619	0.0359
pub_64366	dblp:hasAuthor	author_26185	0.0360
pub_175244	dblp:publishedIn	venue_2017	0.0913
pub_326250	dblp:publishedIn	venue_1214	0.0563
author_463574	dblp:wrote	pub_257171	0.0661
pub_311623	dblp:publishedIn	venue_1880	0.0627
pub_356459	dblp:publishedIn	venue_1116	0.0800
pub_105369	dblp:hasAuthor	author_295261	0.0509
pub_133045	dblp:publishedIn	venue_1377	0.0581
pub_270648	dblp:publishedIn	venue_109	0.0514
pub_180721	dblp:hasAuthor	author_75986	0.0461
author_93471	dblp:wrote	pub_382651	0.0452
pub_85940	dblp:publishedIn	venue_1072	0.0699
pub_208955	dblp:inYear	year_9	0.0673
pub_193965	dblp:inYear	year_54	0.0870
pub_184281	dblp:publishedIn	venue_255	0.0553
author_41353	dblp:wrote	pub_261003	0.0423
author_635406	dblp:wrote	pub_92	0.0399
pub_133634	dblp:inYear	year_24	0.0635
pub_476824	dblp:inYear	year_16	0.0559
author_432470	dblp:wrote	pub_293817	0.0414
author_231392	dblp:wrote	pub_454117	0.0425
pub_118508	dblp:inYear	year_39	0.1041
pub_297139	dblp:inYear	year_0	0.0644
